"Subject"	"Session"	"DemoAge.RESP"	"DemoEthnicity.RESP"	"DemoGender.RESP"	"DemoRace.RESP"	"responseMappingTool"	"Block"	"Procedure.Block."	"toolResponse"	"weaponResponse"	"Trial"	"blockName"	"Practice.Trial."	"SubTrial"	"CorrectResponse"	"facePictureFile"	"ITIDuration"	"PrimeType"	"responseAccData"	"rtFeedbackText"	"targetPictureFile"	"TargetType"	"TargetWIT.ACC"	"TargetWIT.CRESP"	"TargetWIT.RESP"	"TargetWIT.RT"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	1	"practiceWIT"	"yes"	16	"a"	"whiteFace8.bmp"	"1000"	"white"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"a"	"l"	"398"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	1	"a"	"whiteFace4.bmp"	"1200"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"370"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	2	"l"	"whiteFace2.bmp"	"800"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"305"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	3	"a"	"blackFace7.bmp"	"1200"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"a"	"l"	"441"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	4	"a"	"whiteFace1.bmp"	"800"	"white"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"480"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	5	"l"	"whiteFace6.bmp"	"1000"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"287"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	6	"a"	"blackFace8.bmp"	"1200"	"black"	"1"	"+"	"tool2.bmp"	"tool"	"0"	"a"	"l"	"375"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	7	"l"	"blackFace1.bmp"	"1000"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"422"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	8	"l"	"blackFace8.bmp"	"800"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"413"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	9	"l"	"blackFace4.bmp"	"1200"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"373"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	10	"a"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"396"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	11	"a"	"blackFace5.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"tool3.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	12	"a"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"418"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	13	"l"	"blackFace2.bmp"	"1200"	"black"	"1"	"+"	"weapon4.bmp"	"weapon"	"0"	"l"	"a"	"321"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	14	"l"	"blackFace6.bmp"	"1000"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"345"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	15	"a"	"whiteFace5.bmp"	"800"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"496"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	16	"l"	"blackFace7.bmp"	"1200"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"256"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	17	"l"	"whiteFace2.bmp"	"1000"	"white"	"1"	"+"	"weapon2.bmp"	"weapon"	"0"	"l"	"a"	"351"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	18	"a"	"whiteFace3.bmp"	"1200"	"white"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"a"	"l"	"414"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	19	"l"	"blackFace6.bmp"	"1000"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"326"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	20	"l"	"whiteFace2.bmp"	"800"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"421"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	21	"a"	"whiteFace7.bmp"	"1200"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"300"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	22	"a"	"blackFace3.bmp"	"1000"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"a"	"l"	"356"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	23	"a"	"blackFace2.bmp"	"800"	"black"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"499"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	24	"a"	"blackFace3.bmp"	"1000"	"black"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"a"	"a"	"435"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	25	"a"	"blackFace4.bmp"	"800"	"black"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"466"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	26	"l"	"blackFace5.bmp"	"1200"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"433"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	27	"l"	"blackFace5.bmp"	"1000"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"385"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	28	"a"	"whiteFace1.bmp"	"800"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"207"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	29	"l"	"whiteFace5.bmp"	"1200"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"454"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	30	"a"	"blackFace6.bmp"	"1200"	"black"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"486"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	31	"l"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"277"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	32	"l"	"whiteFace3.bmp"	"1000"	"white"	"1"	"+"	"weapon4.bmp"	"weapon"	"0"	"l"	"a"	"484"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	33	"l"	"blackFace3.bmp"	"1000"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"372"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	34	"a"	"whiteFace4.bmp"	"800"	"white"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"459"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	35	"a"	"blackFace1.bmp"	"1200"	"black"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"a"	"l"	"291"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	36	"l"	"blackFace2.bmp"	"1200"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"458"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	37	"l"	"blackFace6.bmp"	"800"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"401"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	38	"a"	"blackFace2.bmp"	"1000"	"black"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"465"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	39	"a"	"whiteFace6.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	40	"l"	"whiteFace1.bmp"	"1000"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"407"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	41	"l"	"blackFace4.bmp"	"800"	"black"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"l"	"a"	"271"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	42	"a"	"blackFace2.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	43	"a"	"whiteFace4.bmp"	"1200"	"white"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"a"	"a"	"373"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	44	"l"	"whiteFace7.bmp"	"800"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"301"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	45	"a"	"blackFace4.bmp"	"800"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"a"	"l"	"428"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	46	"a"	"blackFace4.bmp"	"1000"	"black"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"468"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	47	"l"	"whiteFace3.bmp"	"1200"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"339"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	48	"a"	"blackFace6.bmp"	"800"	"black"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"434"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	49	"l"	"blackFace7.bmp"	"1000"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"370"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	50	"l"	"whiteFace6.bmp"	"1200"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"425"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	51	"l"	"whiteFace1.bmp"	"1000"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"400"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	52	"l"	"whiteFace4.bmp"	"800"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"424"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	53	"a"	"whiteFace2.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	54	"l"	"whiteFace7.bmp"	"1000"	"white"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"l"	"a"	"318"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	55	"a"	"whiteFace4.bmp"	"1200"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"430"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	56	"a"	"blackFace7.bmp"	"800"	"black"	"1"	"+"	"tool3.bmp"	"tool"	"0"	"a"	"l"	"381"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	57	"l"	"blackFace1.bmp"	"800"	"black"	"3"	"TOO SLOW"	"weapon3.bmp"	"weapon"	"0"	"l"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	58	"l"	"whiteFace4.bmp"	"1200"	"white"	"1"	"+"	"weapon1.bmp"	"weapon"	"0"	"l"	"a"	"372"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	59	"a"	"whiteFace3.bmp"	"1000"	"white"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	60	"a"	"blackFace7.bmp"	"1000"	"black"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"a"	"l"	"393"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	61	"a"	"whiteFace1.bmp"	"800"	"white"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"a"	"a"	"376"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	62	"a"	"whiteFace2.bmp"	"1200"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"a"	"l"	"368"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	63	"l"	"whiteFace3.bmp"	"1000"	"white"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"l"	"a"	"375"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	64	"l"	"blackFace5.bmp"	"800"	"black"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"366"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	65	"a"	"whiteFace6.bmp"	"1200"	"white"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"454"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	66	"a"	"blackFace6.bmp"	"1000"	"black"	"3"	"TOO SLOW"	"tool3.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	67	"a"	"blackFace4.bmp"	"1200"	"black"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	68	"l"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"396"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	69	"l"	"blackFace4.bmp"	"1200"	"black"	"1"	"+"	"weapon2.bmp"	"weapon"	"0"	"l"	"a"	"435"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	70	"l"	"blackFace3.bmp"	"1000"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"363"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	71	"l"	"blackFace1.bmp"	"800"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"298"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	72	"a"	"blackFace8.bmp"	"1000"	"black"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"481"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	73	"a"	"whiteFace2.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"tool3.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	74	"l"	"blackFace7.bmp"	"800"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"376"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	75	"l"	"whiteFace4.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"weapon4.bmp"	"weapon"	"0"	"l"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	76	"a"	"whiteFace5.bmp"	"1000"	"white"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"a"	"l"	"390"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	77	"a"	"blackFace1.bmp"	"800"	"black"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	78	"l"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"381"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	79	"l"	"blackFace2.bmp"	"1000"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"356"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	80	"l"	"blackFace6.bmp"	"1200"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"444"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	81	"l"	"whiteFace8.bmp"	"800"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"395"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	82	"a"	"whiteFace8.bmp"	"1000"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"466"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	83	"l"	"blackFace8.bmp"	"1200"	"black"	"1"	"+"	"weapon1.bmp"	"weapon"	"0"	"l"	"a"	"394"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	84	"a"	"blackFace2.bmp"	"1200"	"black"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	85	"l"	"blackFace3.bmp"	"800"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"400"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	86	"a"	"blackFace8.bmp"	"1000"	"black"	"1"	"+"	"tool1.bmp"	"tool"	"0"	"a"	"l"	"448"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	87	"a"	"blackFace5.bmp"	"1200"	"black"	"3"	"TOO SLOW"	"tool4.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	88	"l"	"whiteFace4.bmp"	"800"	"white"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"l"	"a"	"366"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	89	"a"	"blackFace3.bmp"	"1000"	"black"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"a"	"l"	"245"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	90	"a"	"blackFace5.bmp"	"1200"	"black"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	91	"a"	"whiteFace3.bmp"	"1000"	"white"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"451"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	92	"a"	"blackFace1.bmp"	"800"	"black"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"490"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	93	"l"	"whiteFace6.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"weapon1.bmp"	"weapon"	"0"	"l"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	94	"l"	"whiteFace7.bmp"	"1000"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"241"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	95	"a"	"blackFace1.bmp"	"800"	"black"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"360"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	96	"a"	"whiteFace2.bmp"	"1200"	"white"	"2"	"+"	"tool2.bmp"	"tool"	"1"	"a"	"a"	"400"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	97	"l"	"whiteFace5.bmp"	"1000"	"white"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"406"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	98	"a"	"whiteFace6.bmp"	"800"	"white"	"1"	"+"	"tool4.bmp"	"tool"	"0"	"a"	"l"	"333"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	99	"a"	"blackFace8.bmp"	"1200"	"black"	"3"	"TOO SLOW"	"tool3.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	100	"a"	"whiteFace1.bmp"	"1000"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"420"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	101	"l"	"whiteFace2.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon3.bmp"	"weapon"	"0"	"l"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	102	"l"	"whiteFace5.bmp"	"1000"	"white"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"426"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	103	"l"	"blackFace2.bmp"	"800"	"black"	"1"	"+"	"weapon3.bmp"	"weapon"	"0"	"l"	"a"	"377"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	104	"a"	"whiteFace7.bmp"	"1200"	"white"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	105	"l"	"blackFace8.bmp"	"800"	"black"	"2"	"+"	"weapon3.bmp"	"weapon"	"1"	"l"	"l"	"304"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	106	"l"	"blackFace4.bmp"	"1000"	"black"	"2"	"+"	"weapon1.bmp"	"weapon"	"1"	"l"	"l"	"440"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	107	"a"	"blackFace5.bmp"	"1200"	"black"	"3"	"TOO SLOW"	"tool2.bmp"	"tool"	"0"	"a"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	108	"l"	"blackFace8.bmp"	"1200"	"black"	"2"	"+"	"weapon2.bmp"	"weapon"	"1"	"l"	"l"	"430"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	109	"a"	"whiteFace5.bmp"	"1000"	"white"	"2"	"+"	"tool3.bmp"	"tool"	"1"	"a"	"a"	"366"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	110	"a"	"whiteFace7.bmp"	"800"	"white"	"2"	"+"	"tool4.bmp"	"tool"	"1"	"a"	"a"	"437"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	111	"l"	"whiteFace1.bmp"	"1200"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"388"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	112	"a"	"whiteFace3.bmp"	"800"	"white"	"2"	"+"	"tool1.bmp"	"tool"	"1"	"a"	"a"	"436"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	113	"l"	"whiteFace5.bmp"	"1000"	"white"	"2"	"+"	"weapon4.bmp"	"weapon"	"1"	"l"	"l"	"347"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	114	"l"	"whiteFace6.bmp"	"1200"	"white"	"1"	"+"	"weapon4.bmp"	"weapon"	"0"	"l"	"a"	"418"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	115	"l"	"whiteFace1.bmp"	"800"	"white"	"3"	"TOO SLOW"	"weapon3.bmp"	"weapon"	"0"	"l"	""	"0"
41	1	1	2	1	5	"toolLeft"	1	"WITproc"	"a"	"l"	2	"WIT"	"no"	116	"a"	"whiteFace8.bmp"	"1000"	"white"	"3"	"TOO SLOW"	"tool1.bmp"	"tool"	"0"	"a"	""	"0"
